name,year,party,id
"SHARKEY, JONATHON THE IMPALER",2020,REP,P80002884
"SHARP, STEVEN DOUGLAS MR.",2020,REP,P00008268
"SHAW, HOPE ELAINE",2020,REP,P00013508
"SHAW, ROBERT SIMON IV",2020,DEM,P00007088
"SHERRIL, PETER WILLIAM",2020,REP,P60013281
"SHERROD, JACOB MICHAEL",2020,REP,P00014597
"SHEWBERT, DUSTIN RYAN MR SR",2020,DEM,P60014024
"SHREFFLER, DOUG (I)",2020,DEM,P20005229
"SLOAN, SAM",2020,DEM,P20004537
"SMALLEY, NADIA B",2020,DEM,P00009845
"SMALLEY, NADIA BAHIA",2020,DEM,P00008797
"SMITH, GARY LEE",2020,DEM,P00013359
"SMITH, KEITH",2020,DEM,P60005469
"SMITH, ROBERT EUGENE",2020,REP,P00007039
"SMITH, RONALD BRYAN",2020,DEM,P00017376
"SMITH, SHARMIN LYNN",2020,DEM,P00008003
"SMYTH, HERBERT EZEKIEL ZEKE",2020,DEM,P00007500
"SNYDER, SPENCER ERIC MR.",2020,REP,P60007184
"SPEARS, ALAN ERROL ESQ.",2020,REP,P60005790
"STABINS, JEFF MR.",2020,REP,P00009076
"STAND, ROBERT",2020,DEM,P00012013
"STAUFFER, HOWARD RICHARD",2020,REP,P00014431
"STEFANSSON, STEFAN KARL",2020,DEM,P00008995
"STENGEL, MARC LESLIE",2020,REP,P00012500
"STEVENSON, TRAVIS LEE",2020,REP,P80005952
"STEWART, SEBASTIAN AUSTIN MR.",2020,REP,P00010280
"STEYER, TOM",2020,DEM,P00012716
"ST LOUIS, STEPHANIE SIMON",2020,DEM,P00009993
"STRAVAGAR, MAX",2020,DEM,P00014266
"STROUD, DONNA HAN",2020,REP,P00007997
"SUMMERS, LUKE AUSTIN",2020,DEM,P00012260
"SWALWELL, ERIC MICHAEL",2020,DEM,P00011312
"TAMBURO, MARI",2020,DEM,P00011049
"TATE, ALEXANDRIA",2020,REP,P00009589
"THEZION (CORREA), MOSHEH (LUIS) EDWARD",2020,DEM,P00005975
"THISTLE, DAVID JOHN MR.",2020,DEM,P00009571
"THOMAE, KEITH MD FACS",2020,REP,P00010546
"THOMAS, OATICE MITCHELL MR.",2020,REP,P00013052
"TIEN, JOSHUA",2020,DEM,P00015594
"TOLBERT, ROBERT",2020,DEM,P60017456
"TRUMP, DONALD J.",2020,REP,P80001571
"TURNER, GARY C",2020,DEM,P00008425
"VARNADO, DWAYNE",2020,DEM,P00005553
"VARNADO, KEYSHAWN DWANYE",2020,DEM,P00005355
"VAVAO, TALALUPE FONZIE MR",2020,DEM,P00005736
"VESTERMARK, JAMES A",2020,REP,P00012815
"VILLAGRANA, JOSE ARNOLD",2020,DEM,P00009688
"VILLARI, TIMOTHY MICHAEL MR.",2020,REP,P00010033
"VOGEL-WALCUTT, JENNIFER",2020,DEM,P00011759
"VON BEVERN, RYAN NICHOLAS",2020,DEM,P00008102
"VOTRUBA, GREGORY FRANCIS",2020,DEM,P00008300
"WALKER, FRAN",2020,REP,P00012609
"WALKER, LARRY",2020,DEM,P00008359
"WALSH, JOE",2020,REP,P00013276
"WALTON, GREG",2020,REP,P00015925
"WARREN, ELIZABETH",2020,DEM,P00009621
"WARREN, LUKE",2020,DEM,P00013516
"WEBER, MARK ALLEN MR.",2020,DEM,P00005546
"WEIL, RICHARD LYONS",2020,DEM,P00008110
"WEISS, RAYNETTE KENNEDY",2020,DEM,P00009969
"WELCH, PAUL LENHART",2020,DEM,P00014910
"WELD, WILLIAM FLOYD (BILL)",2020,REP,P00011239
"WHARTON, JEFFREY R MR.",2020,REP,P00010306
"WIAND, FRED",2020,DEM,P00005942
"WILBURN, KATHY DENICE",2020,DEM,P00017087
"WILKINSON, COLLEEN MARIE",2020,DEM,P00017046
"WILLIAMS, GUS MR.",2020,DEM,P00013532
"WILLIAMSON, MARIANNE",2020,DEM,P00009910
"WILLIAMS, SAUL III",2020,DEM,P60015948
"WILLIAMS, WILLIAMS ELIZABETH (ADDISON)",2020,REP,P00016584
"WILSON, KURTIS KING MR",2020,DEM,P00009456
"WINTERBOTTOM, THOMAS FRANCIS",2020,DEM,P00003244
"WOLNY, JARED KYLE",2020,DEM,P00008714
"YANG, ANDREW MR.",2020,DEM,P00006486
"YOLLIN, RYAN HUNTER",2020,DEM,P00005629
"ZATOR, ERIC STEPHEN",2020,REP,P00013177
"ZAYAS, MICHAEL",2020,DEM,P00016295
"ZIK, MAAYAN Z",2020,DEM,P00010710
"ZORN, JEFFREY RALPH MR.",2020,DEM,P00005538
